SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,U,Pb,Zr,Sc,V,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V,Predicted_Crustal_Thickness,Age,Age error,Lat,Lon
68.14,0.6,15.02,3.64,0.07,1.94,2.98,4.04,3.27,0.29,44,79.6,8.82,30.9,4.87,1.21,3.52,0.44,2.2,0.41,1.07,0.15,0.99,0.16,738,11.3,136,400,4.41,12.8,0.86,22.9,4.16,17.3,177,7.31,75.4,14.1,30.5,7.32,3.89380531,1.132743363,54.71956224,12.92929293,65.30973451,31.87998125,80.4040404,15.66371681,9.034907598,2.222222222,4.919191919,36.3449692,0.184281843,31.21212121,0.036281179,7.044247788,2.734513274,23.13131313,3.555555556,5.305039788,2.457044674,2.026548673,1.928864569,4.172366621,0.187002653,0.404509284,56.32059193,83.7,0.5,30.06667,92.15
66.85,0.59,15.79,3.46,0.07,1.84,3.87,4.15,3.12,0.26,40.5,76,9.18,32.7,5.23,1.38,3.79,0.47,2.48,0.45,1.18,0.16,1.15,0.18,766,12.4,101,381,4.68,13.9,0.96,22.6,3.04,18,191,6.65,75,13.1,28.3,7.26,3.266129032,1.120967742,57.29323308,12.08695652,61.77419355,25.26141992,66.08695652,15.40322581,7.743785851,2.156521739,4.547826087,36.52007648,0.131853786,28.43478261,0.038461538,6.129032258,2.637096774,19.65217391,3.295652174,5.08,1.875324675,1.822580645,1.969924812,4.255639098,0.174666667,0.377333333,54.69805439,83.7,0.5,30.06667,92.15
52.83,1.37,17.71,8.77,0.18,5.38,5.86,4.5,2.88,0.51,77.2,167,19.5,69.7,11.1,2.68,8.38,1.07,5.5,1.03,2.79,0.39,2.64,0.41,576,29,199,296,6.64,30.4,2.21,19.1,6.89,18,263,12.3,184,13.8,13,7.38,2.662068966,1.048275862,24.06504065,11.51515152,19.86206897,20.97557857,63.25757576,9.068965517,6.954954955,2.083333333,4.204545455,23.69369369,0.345486111,26.40151515,0.061746988,5.75862069,2.403448276,7.234848485,3.174242424,1.608695652,1.258741259,0.65862069,1.12195122,1.056910569,0.075,0.070652174,43.96633061,85,1,30.06667,92.15
58.69,1.04,15.29,7.08,0.17,4.76,6.53,4.16,1.87,0.41,51.1,111,12.8,46.5,7.87,1.92,5.92,0.76,3.81,0.7,1.88,0.26,1.8,0.28,627,20,123,189,5.06,22.4,1.61,12.9,4.52,14.2,198,19.8,177,36.5,156,6.02,2.555,1.12,9.545454545,12.44444444,31.35,20.36333802,61.66666667,9.9,6.493011436,2.116666667,4.372222222,25.158831,0.196172249,25.83333333,0.055335968,5.55,2.325,7.166666667,3.288888889,1.06779661,0.92199688,0.645,1.843434343,7.878787879,0.206214689,0.881355932,51.38117736,85.2,0.4,30.06667,92.15
67.69,0.61,15.1,3.69,0.08,1.9,3.9,4.17,2.59,0.27,62.7,97.2,9.56,32,4.77,1.21,3.33,0.42,2.12,0.38,1.03,0.15,0.95,0.15,738,10.8,144,489,4.28,12.1,0.82,21.6,2.97,19.5,175,6.7,70.2,12.5,26.5,6.76,5.805555556,1.12037037,72.98507463,12.73684211,68.33333333,47.34177215,102.3157895,16.2037037,13.14465409,2.231578947,5.021052632,36.68763103,0.195121951,33.68421053,0.035046729,9,2.962962963,22.73684211,3.505263158,6.965811966,1.733850129,2,1.865671642,3.955223881,0.178062678,0.377492877,56.21380053,83.7,0.5,30.06667,92.15
58.13,1.07,16.35,5.88,0.15,4.51,5.77,4,3.67,0.47,55.7,117,13.2,47.4,7.76,2.16,5.65,0.71,3.57,0.67,1.74,0.24,1.58,0.24,555,18.3,194,482,5.03,20.1,1.25,13.1,2.92,21.4,207,15.4,147,51.6,100,7.67,3.043715847,1.098360656,31.2987013,12.72151899,30.32786885,25.28708006,74.05063291,11.31147541,7.177835052,2.259493671,4.911392405,26.67525773,0.34954955,30,0.047713718,6.393442623,2.590163934,8.291139241,3.575949367,3.278911565,1.329225352,0.715846995,3.350649351,6.493506494,0.351020408,0.680272109,50.2324345,85.2,0.4,30.06667,92.15
66.93,0.56,15.72,3.35,0.07,1.72,3.53,4.2,3.65,0.28,46.8,84.5,8.84,30.9,4.71,1.18,3.41,0.43,2.15,0.4,1.02,0.15,1,0.16,680,11.1,133,481,3.97,12.6,0.89,19.8,2.53,19.1,156,6.76,65.7,12,28.6,7.85,4.216216216,1.135135135,71.15384615,12.6,61.26126126,33.56962025,84.5,14.05405405,9.936305732,2.15,4.71,33.12101911,0.195588235,30.9,0.040302267,7.612612613,2.783783784,19.8,3.41,7.321156773,2.225071225,1.783783784,1.775147929,4.230769231,0.182648402,0.435312024,56.13564236,83.7,0.5,30.06667,92.15
68.07,0.53,15.2,3.28,0.07,1.7,3.48,3.91,3.51,0.25,41.4,84,9.49,34,5.48,1.38,3.84,0.49,2.5,0.45,1.24,0.18,1.23,0.18,755,13,117,244,5.14,14.5,1.02,14.9,2.87,16.4,202,7.81,79.4,14.1,31.1,7.42,3.184615385,1.115384615,31.24199744,11.78861789,58.07692308,24.14325409,68.29268293,15.53846154,7.554744526,2.032520325,4.455284553,36.86131387,0.154966887,27.64227642,0.035019455,6.461538462,2.615384615,12.11382114,3.12195122,3.073047859,2.130434783,1.146153846,1.805377721,3.982074264,0.177581864,0.391687657,56.83011103,83.7,0.5,30.06667,92.15
63.96,1.02,16.24,4.57,0,2.03,4.06,5.08,3.05,0,15.6,31.1,3.88,15.4,3.2,1,2.92,0.43,2.57,0.51,1.38,0.21,1.36,0.21,556,14,59,706,2.82,9,0.69,3.04,1.17,7.65,101,11,116,6,13,8.12,1.114285714,0.642857143,64.18181818,6.617647059,39.71428571,8.227848101,22.86764706,7.214285714,4.875,1.889705882,2.352941176,31.5625,0.106115108,11.32352941,0.074468085,2.221428571,1.1,2.235294118,2.147058824,6.086206897,2,0.217142857,0.545454545,1.181818182,0.051724138,0.112068966,44.94734791,109.7,0.8,32.3667,82.5667
57.17,1.04,17.67,7.48,0,4.16,7.28,4.16,1.04,0,13.9,28.7,3.74,15.5,3.48,1.09,3.41,0.55,3.38,0.68,1.94,0.29,1.91,0.29,466,18,30,431,2.62,7,0.52,2.35,0.84,8.68,92,21,193,8,15,5.2,0.772222222,0.388888889,20.52380952,3.664921466,25.88888889,5.220138291,15.02617801,5.111111111,3.994252874,1.769633508,1.821989529,26.43678161,0.064377682,8.115183246,0.110687023,1.594444444,0.861111111,1.230366492,1.785340314,2.233160622,0.714285714,0.130555556,0.380952381,0.714285714,0.041450777,0.077720207,42.70083855,109.7,0.8,32.3667,82.5667
64.25,1.04,16.58,4.66,0,2.07,5.18,4.15,2.07,0,16,31.1,3.95,15.7,3.11,1,2.9,0.43,2.58,0.52,1.43,0.21,1.41,0.21,536,14,46,642,2.8,9,0.72,3.2,1.22,9.21,102,11,118,6,12,6.22,1.142857143,0.642857143,58.36363636,6.382978723,38.28571429,8.13956968,22.05673759,7.285714286,5.144694534,1.829787234,2.205673759,32.79742765,0.085820896,11.13475177,0.075,2.221428571,1.121428571,2.269503546,2.056737589,5.440677966,1.2,0.228571429,0.545454545,1.090909091,0.050847458,0.101694915,44.07451346,109.7,0.8,32.3667,82.5667
58.64,2.06,16.46,7.41,0,3.09,6.17,4.12,2.06,0,15.7,33.9,4.62,19.1,4.2,1.28,3.87,0.58,3.37,0.65,1.83,0.25,1.62,0.25,524,17,40,496,2.4,13,0.86,2.26,0.86,8.78,83,17,196,7,15,6.17,0.923529412,0.764705882,29.17647059,8.024691358,30.82352941,6.951607022,20.92592593,4.882352941,3.738095238,2.080246914,2.592592593,19.76190476,0.076335878,11.79012346,0.104166667,1.994117647,1.123529412,1.395061728,2.388888889,2.530612245,1,0.132941176,0.411764706,0.882352941,0.035714286,0.076530612,46.75948745,110.4,1.4,32.3667,82.5667
50.57,1.03,15.48,10.22,0,8.26,11.35,2.06,1.03,0,17.4,37.2,4.98,21,5,1.34,4.73,0.7,3.87,0.75,2.02,0.29,1.83,0.27,448,19,47,112,2.26,6,0.39,3.46,0.77,18.3,82,33,257,76,310,3.1,0.915789474,0.315789474,3.393939394,3.278688525,23.57894737,6.820225496,20.32786885,4.315789474,3.48,2.114754098,2.732240437,16.4,0.104910714,11.47540984,0.119469027,1.957894737,1.105263158,1.890710383,2.584699454,0.435797665,0.272727273,0.182105263,2.303030303,9.393939394,0.295719844,1.206225681,32.84360555,111.8,3.2,32.35,82.45
76.08,0,13.01,0.9,0,0,1,3,6.01,0,33.4,53.8,5.08,15.3,2.46,0.48,1.94,0.29,1.73,0.34,1.07,0.19,1.28,0.19,193,10,187,635,3.5,18,2.13,23.8,4.78,17,109,2,11,2,4,9.01,3.34,1.8,317.5,14.0625,19.3,18.71703586,42.03125,10.9,13.57723577,1.3515625,1.921875,44.30894309,0.968911917,11.953125,0.054285714,5.38,1.53,18.59375,1.515625,57.72727273,9,2.38,1,2,0.181818182,0.363636364,38.61792723,111.8,3.2,32.35,82.45
76.85,0,13.14,0.91,0,0,1.01,3.03,5.06,0,31.8,51.7,4.85,14.4,2.35,0.45,1.89,0.28,1.61,0.36,1.06,0.18,1.23,0.2,172,10,163,546,3.48,17,2.11,23.5,4.41,12.2,113,2,10,2,3,8.09,3.18,1.7,273,13.82113821,17.2,18.54481836,42.03252033,11.3,13.53191489,1.308943089,1.910569106,48.08510638,0.947674419,11.70731707,0.057471264,5.17,1.44,19.10569106,1.536585366,54.6,8,2.35,1,1.5,0.2,0.3,35.46263086,111.8,3.2,32.35,82.45
67.33,0.41,17.21,2.63,0.05,1.78,2.59,6.49,1.3,0.21,26.6,47.8,5.98,22.6,3.51,0.98,2.75,0.35,1.65,0.3,0.82,0.14,0.86,0.13,703,7.98,29.3,233,3.08,8.85,0.36,5.31,1.5,22.23,108,6.73,75.3,22.2,22.9,7.79,3.333333333,1.109022556,34.62109955,10.29069767,88.0952381,22.18624276,55.58139535,13.53383459,7.578347578,1.918604651,4.081395349,30.76923077,0.041678521,26.27906977,0.042207792,5.989974937,2.832080201,6.174418605,3.197674419,3.094289509,3.012,0.665413534,3.298662704,3.402674591,0.294820717,0.304116866,59.54961708,88,2,31.96,84.92
66.69,0.41,17.19,2.82,0.05,1.74,3.1,5.79,2.02,0.21,28.3,52.2,6.59,24.7,3.77,1.12,2.98,0.37,1.75,0.31,0.87,0.14,0.9,0.13,655,8.43,31.6,511,3.17,9,0.36,5.55,1.43,9.8,110,7.44,78.8,22.1,23.5,7.81,3.357058126,1.067615658,68.6827957,10,77.69869514,22.55508673,58,13.04863582,7.5066313,1.944444444,4.188888889,29.17771883,0.048244275,27.44444444,0.041009464,6.192170819,2.930011862,6.166666667,3.311111111,6.484771574,2.520134228,0.658362989,2.970430108,3.158602151,0.280456853,0.29822335,54.17233137,88,2,31.96,84.92
67.88,0.42,17.63,2.91,0.06,1.78,1.23,5.93,1.93,0.22,28.5,51.2,6.68,25.6,3.95,1.1,3.11,0.39,1.83,0.33,0.9,0.15,0.93,0.13,626,8.96,30.8,269,3.29,9.07,0.37,5.51,1.49,8.16,113,7.68,79.4,21.9,23.8,7.86,3.180803571,1.012276786,35.02604167,9.752688172,69.86607143,21.98176126,55.05376344,12.61160714,7.215189873,1.967741935,4.247311828,28.60759494,0.049201278,27.52688172,0.039513678,5.714285714,2.857142857,5.924731183,3.344086022,3.38790932,6.375,0.614955357,2.8515625,3.098958333,0.27581864,0.299748111,54.8306275,88,2,31.96,84.92
67.7,0.41,17.75,2.9,0.04,1.69,1.46,6.69,1.13,0.22,27.5,53.3,6.38,24,3.74,0.87,2.89,0.36,1.67,0.3,0.85,0.15,0.92,0.13,635,7.96,30.2,144,3.3,9.22,0.37,5.71,1.62,3.27,116,7.15,82.9,22.5,25.2,7.82,3.454773869,1.158291457,20.13986014,10.02173913,79.77386935,21.44102,57.93478261,14.57286432,7.352941176,1.815217391,4.065217391,31.01604278,0.047559055,26.08695652,0.039393939,6.695979899,3.015075377,6.206521739,3.141304348,1.737032569,5.354609929,0.717336683,3.146853147,3.524475524,0.271411339,0.3039807,51.29213071,88,2,31.96,84.92
57.49,1.47,12.61,6.37,0.09,7.33,5.29,1.87,6.54,0.94,118,321,43.5,194,35.5,5.38,16.7,2.05,7.33,1.13,3.25,0.35,2.11,0.3,972,33.2,648,2556,16.5,31.1,1.72,182,23.5,44.8,652,23.8,129,279,504,8.41,3.554216867,0.936746988,107.394958,14.73933649,29.27710843,40.11438399,152.1327014,19.63855422,3.323943662,3.473933649,16.82464455,18.36619718,0.666666667,91.94312796,0.018181818,9.668674699,5.843373494,86.25592417,7.914691943,19.81395349,1.588349515,5.481927711,11.72268908,21.17647059,2.162790698,3.906976744,65.80532307,16,2,31.28334,82.9
57.81,1.48,13.13,6.41,0.1,6.65,5.22,1.96,6.35,0.89,113,301,40.6,185,34.3,5.13,16.1,2.04,7.5,1.27,3.73,0.37,2.4,0.35,940,37.2,641,2416,15.5,31,1.72,169,23,51.1,627,21.8,128,259,482,8.31,3.037634409,0.833333333,110.8256881,12.91666667,25.2688172,33.77285513,125.4166667,16.85483871,3.294460641,3.125,14.29166667,18.27988338,0.681914894,77.08333333,0.022580645,8.091397849,4.97311828,70.41666667,6.708333333,18.875,1.591715976,4.543010753,11.88073394,22.11009174,2.0234375,3.765625,65.90688792,16,2,31.28334,82.9
57.62,1.43,12.06,6.04,0.11,8.75,4.98,1.82,6.32,0.88,114,312,42.8,189,34.9,5.09,16.2,2.02,7.24,1.14,3.36,0.36,2.3,0.35,970,34,689,2610,16.4,31.5,1.73,183,24.5,53.4,666,23.2,136,290,538,8.14,3.352941176,0.926470588,112.5,13.69565217,28.52941176,35.55310952,135.6521739,19.58823529,3.266475645,3.147826087,15.17391304,19.08309456,0.710309278,82.17391304,0.021341463,9.176470588,5.558823529,79.56521739,7.043478261,19.19117647,1.635245902,5.382352941,12.5,23.18965517,2.132352941,3.955882353,64.39774588,16,2,31.28334,82.9
56.81,1.49,12.25,6.03,0.1,8.5,5.22,1.88,6.76,0.96,120,332,44.6,195,36.6,5.46,16.6,2.04,7.03,1.11,3.09,0.32,1.92,0.29,1000,31.5,694,2583,16.8,31.4,1.75,191,25.6,60.8,668,21.1,127,245,489,8.64,3.80952381,0.996825397,122.4170616,16.35416667,31.74603175,44.83122363,172.9166667,21.20634921,3.278688525,3.661458333,19.0625,18.25136612,0.694,101.5625,0.017261905,10.53968254,6.19047619,99.47916667,8.645833333,20.33858268,1.654296875,6.063492063,11.61137441,23.17535545,1.929133858,3.850393701,65.85077005,16,2,31.28334,82.9
57.56,1.42,12.09,6.05,0.12,8.73,5,1.8,6.34,0.89,113,307,41.9,186,34.7,5.36,15.7,2.01,7.14,1.08,3.17,0.34,2.1,0.31,958,33.2,691,2604,16.4,31.3,1.68,183,24.5,55.6,657,21.3,131,287,521,8.14,3.403614458,0.942771084,122.2535211,14.9047619,28.85542169,38.59754872,146.1904762,19.78915663,3.25648415,3.4,16.52380952,18.93371758,0.721294363,88.57142857,0.018902439,9.246987952,5.602409639,87.14285714,7.476190476,19.8778626,1.629327902,5.512048193,13.4741784,24.4600939,2.190839695,3.977099237,64.95184539,16,2,31.28334,82.9
57.75,1.39,12.41,6.16,0.12,8.5,5.09,1.92,5.85,0.82,98.8,274,36.3,162,30.1,4.63,14.1,1.77,6.62,1.04,2.96,0.33,2.1,0.31,905,30.2,600,2244,14.4,28.4,1.54,157,21.5,50.3,590,20,126,310,469,7.77,3.271523179,0.940397351,112.2,13.52380952,29.96688742,33.74723729,130.4761905,19.53642384,3.282392027,3.152380952,14.33333333,19.6013289,0.662983425,77.14285714,0.021527778,9.072847682,5.364238411,74.76190476,6.714285714,17.80952381,1.526946108,5.198675497,15.5,23.45,2.46031746,3.722222222,65.20493888,16,2,31.28334,82.9
57.38,1.42,12.21,6.1,0.11,8.91,5.05,1.86,6.1,0.86,104,290,38.5,172,31.6,4.76,14.3,1.87,6.88,1.1,3.07,0.31,2.09,0.31,966,32,629,2334,15.6,30.1,1.77,169,22.9,54.3,625,20.4,129,241,482,7.96,3.25,0.940625,114.4117647,14.40191388,30.1875,35.69337613,138.7559809,19.53125,3.291139241,3.291866029,15.11961722,19.77848101,0.651138716,82.29665072,0.019871795,9.0625,5.375,80.86124402,6.842105263,18.09302326,1.575150301,5.28125,11.81372549,23.62745098,1.868217054,3.736434109,65.68311744,16,2,31.28334,82.9
57.34,1.41,12.3,6.08,0.11,8.91,5.06,1.96,5.97,0.86,105,278,38.4,173,32.1,4.77,14.1,1.87,6.67,1.11,3.17,0.33,2.09,0.33,939,30.6,622,2327,15.1,29.5,1.69,165,22.2,55.4,600,22,128,253,479,7.93,3.431372549,0.964052288,105.7727273,14.11483254,30.68627451,36.03658167,133.0143541,19.60784314,3.271028037,3.19138756,15.35885167,18.69158879,0.662406816,82.77511962,0.021854305,9.08496732,5.653594771,78.94736842,6.746411483,18.1796875,1.568862275,5.392156863,11.5,21.77272727,1.9765625,3.7421875,64.26320533,16,2,31.28334,82.9
57.23,1.42,12.21,6.11,0.11,9.04,5.09,1.98,5.97,0.85,107,287,39.4,178,33.5,4.89,15,1.86,6.64,1.05,3.15,0.32,2.11,0.31,965,31.6,634,2466,15.4,29.7,1.62,166,22.7,53.9,609,23.7,136,279,518,7.95,3.386075949,0.939873418,104.0506329,14.07582938,30.53797468,36.37490751,136.0189573,19.2721519,3.194029851,3.146919431,15.87677725,18.17910448,0.656994819,84.36018957,0.02012987,9.082278481,5.632911392,78.67298578,7.109004739,18.13235294,1.561507937,5.253164557,11.7721519,21.85654008,2.051470588,3.808823529,64.41247063,16,2,31.28334,82.9
67.78,0.67,16.16,2.17,0.02,0.64,2.4,3.15,6.74,0.28,85.8,166,19.5,68.8,10.4,1.77,5.2,0.71,2.72,0.42,1.22,0.14,0.86,0.12,417,11.9,428,995,10.4,15.6,1.34,35.6,9.26,88.2,365,10,62.4,19.1,65.9,9.89,7.210084034,1.31092437,99.5,18.13953488,35.04201681,71.56314395,193.0232558,30.67226891,8.25,3.162790698,12.09302326,35.09615385,1.026378897,80,0.011538462,13.94957983,5.781512605,41.39534884,6.046511628,15.94551282,4.127118644,2.991596639,1.91,6.59,0.306089744,1.056089744,69.82121599,24,0.3,32.04936111,81.258
66.9,0.67,16.22,2.87,0.03,0.73,2.5,3.17,6.64,0.27,81.2,140,18.9,67.1,10.7,1.67,5.35,0.75,2.76,0.45,1.37,0.16,1,0.16,424,13.8,419,961,10.9,15,1.32,37,11,89.6,386,8.01,43.9,15.4,60.8,9.8,5.884057971,1.086956522,119.9750312,15,30.72463768,58.24472574,140,27.97101449,7.588785047,2.76,10.7,36.07476636,0.988207547,67.1,0.014678899,10.14492754,4.862318841,37,5.35,21.89066059,3.914285714,2.68115942,1.922596754,7.59051186,0.350797267,1.384965831,68.48175791,24,0.3,32.04936111,81.258
66.2,0.65,15.79,2.75,0.04,1.83,2.83,2.53,7.11,0.27,86.9,169,20.2,70.2,10.9,1.69,5.33,0.76,2.69,0.47,1.35,0.15,0.91,0.14,409,14,402,917,10.3,15,1.23,36.3,10.7,85.3,383,9.01,61.6,20.7,62.8,9.65,6.207142857,1.071428571,101.7758047,16.48351648,29.21428571,68.4981685,185.7142857,27.35714286,7.972477064,2.956043956,11.97802198,35.13761468,0.982885086,77.14285714,0.013592233,12.07142857,5.014285714,39.89010989,5.857142857,14.88636364,3.411552347,2.592857143,2.297447281,6.970033296,0.336038961,1.019480519,70.19833615,24,0.3,32.04936111,81.258
66.75,0.68,16.35,2.9,0.02,0.64,2.5,3.18,6.68,0.28,111,182,24.4,86.2,13.3,1.9,6.64,0.91,3.21,0.55,1.62,0.16,1.06,0.16,439,15.7,433,1050,10.7,15.7,1.34,37,11.5,90.5,385,10.2,54,11.4,65.3,9.87,7.070063694,1,102.9411765,14.81132075,27.96178344,75.11344638,171.6981132,24.52229299,8.345864662,3.028301887,12.54716981,28.94736842,0.986332574,81.32075472,0.014953271,11.59235669,5.49044586,34.90566038,6.264150943,19.44444444,3.943089431,2.356687898,1.117647059,6.401960784,0.211111111,1.209259259,68.77916148,24,0.3,32.04936111,81.258
66.76,0.67,16.12,2.62,0.03,1.33,2.52,2.82,6.85,0.29,94.3,185,21.3,75.8,11.5,1.86,5.43,0.79,2.96,0.46,1.38,0.15,0.92,0.15,423,13.4,412,1034,10.9,15.2,1.33,37.6,10.9,90.5,381,10,53.2,22.9,69.4,9.67,7.037313433,1.134328358,103.4,16.52173913,31.56716418,73.52320675,201.0869565,28.43283582,8.2,3.217391304,12.5,33.13043478,0.973995272,82.39130435,0.013761468,13.80597015,5.656716418,40.86956522,5.902173913,19.43609023,3.834008097,2.805970149,2.29,6.94,0.430451128,1.304511278,69.55568373,24,0.3,32.04936111,81.258
67.08,0.67,16.22,2.59,0.02,0.83,2.47,3.15,6.68,0.29,89.4,190,20.9,73.8,11.4,1.82,5.41,0.79,2.96,0.45,1.43,0.14,1.03,0.15,450,14.9,461,1051,10.6,15.6,1.3,37.6,9.16,87.9,386,10,57.9,22.7,67.7,9.82,6,1.046979866,105.1,15.14563107,30.20134228,62.25881775,184.4660194,25.90604027,7.842105263,2.873786408,11.06796117,33.85964912,1.024444444,71.65048544,0.014150943,12.75167785,4.953020134,36.50485437,5.252427184,18.15198618,3.971193416,2.523489933,2.27,6.77,0.392055268,1.16925734,69.91656549,24,0.3,32.04936111,81.258
66.44,0.67,15.91,2.83,0.04,1.42,2.75,3.17,6.48,0.28,98.7,191,22.4,81.8,12.6,1.97,5.83,0.85,3.07,0.52,1.58,0.19,1.08,0.17,470,15.4,446,1041,11.2,15.9,1.36,40.1,11.8,93.5,400,10.2,61.1,19.2,66.6,9.65,6.409090909,1.032467532,102.0588235,14.72222222,30.51948052,65.55321144,176.8518519,25.97402597,7.833333333,2.842592593,11.66666667,31.74603175,0.94893617,75.74074074,0.015178571,12.4025974,5.311688312,37.12962963,5.398148148,17.03764321,3.501831502,2.603896104,1.882352941,6.529411765,0.314238953,1.090016367,70.62567441,24,0.3,32.04936111,81.258
65.87,0.66,15.68,2.81,0.05,2.15,3.04,3.1,6.36,0.27,96.3,203,22.4,79.1,12.1,1.84,5.84,0.83,2.9,0.47,1.48,0.16,1.01,0.14,472,14.3,445,1076,11.9,16.4,1.38,41.5,12.6,95.1,415,10.3,67.9,19.1,68.8,9.46,6.734265734,1.146853147,104.4660194,16.23762376,33.00699301,68.39202908,200.990099,29.02097902,7.958677686,2.871287129,11.98019802,34.29752066,0.94279661,78.31683168,0.011764706,14.1958042,5.531468531,41.08910891,5.782178218,15.84683358,3.113333333,2.902097902,1.854368932,6.67961165,0.281296024,1.013254786,70.6881353,24,0.3,32.04936111,81.258
66.73,0.66,15.79,2.69,0.03,1.62,2.59,3.07,6.54,0.28,91.3,194,21.2,74.1,11.5,1.77,5.19,0.83,3,0.5,1.47,0.16,1.02,0.14,463,14.9,462,1068,11.3,15.9,1.34,40.4,10.4,94,399,10.1,63.5,23.5,66.9,9.61,6.127516779,1.067114094,105.7425743,15.58823529,31.0738255,64.20534459,190.1960784,26.77852349,7.939130435,2.941176471,11.2745098,34.69565217,0.997840173,72.64705882,0.012389381,13.02013423,4.973154362,39.60784314,5.088235294,16.81889764,3.712598425,2.711409396,2.326732673,6.623762376,0.37007874,1.053543307,70.56341864,24,0.3,32.04936111,81.258
66.82,0.66,15.97,2.83,0.03,1.24,2.53,3.08,6.57,0.27,76.8,161,17.5,62.2,10.2,1.53,4.38,0.65,2.35,0.39,1.11,0.12,0.78,0.12,427,11.5,417,923,9.95,14.1,1.22,35.9,9.41,87,358,8.13,52,17.7,53.4,9.66,6.67826087,1.226086957,113.5301353,18.07692308,37.13043478,70.62641999,206.4102564,31.13043478,7.529411765,3.012820513,13.07692308,35.09803922,0.976580796,79.74358974,0.012060302,14,5.408695652,46.02564103,5.615384615,17.75,3.823293173,3.12173913,2.177121771,6.568265683,0.340384615,1.026923077,69.77768585,24,0.3,32.04936111,81.258
65.88,0.65,15.69,2.79,0.05,2.12,3.04,3.12,6.38,0.27,81.5,171,19,68.3,10.2,1.56,4.91,0.69,2.6,0.44,1.27,0.13,0.85,0.13,421,12.7,402,906,10.1,14.7,1.26,36.6,11,86.7,376,8.03,53.9,14.6,54.3,9.5,6.417322835,1.157480315,112.8268991,17.29411765,33.1496063,68.77637131,201.1764706,29.60629921,7.990196078,3.058823529,12,36.8627451,0.954869359,80.35294118,0.012871287,13.46456693,5.377952756,43.05882353,5.776470588,16.80890538,3.122516556,2.881889764,1.818181818,6.762141968,0.270871985,1.00742115,70.63875855,24,0.3,32.04936111,81.258
54.66,1.57,12.19,6.42,0.11,8.74,5.82,2,7.31,1.16,154,422,55.4,239,45.5,7.19,23.4,2.8,9.52,1.53,4.06,0.4,2.34,0.34,1306,41.1,590,4294,19,37.2,2.09,216,26.8,86.9,719,25.9,153,202,480,9.32,3.746958637,0.905109489,165.7915058,15.8974359,31.77615572,47.20689531,180.3418803,17.49391727,3.384615385,4.068376068,19.44444444,15.8021978,0.451761103,102.1367521,0.017894737,10.2676399,5.815085158,92.30769231,10,28.06535948,1.601054482,5.255474453,7.799227799,18.53281853,1.320261438,3.137254902,66.71391761,16,2,31.28334,82.9
54.76,1.57,12.21,6.38,0.11,8.74,5.77,2.01,7.31,1.14,151,401,53,229,43.9,6.73,22.8,2.82,9.63,1.41,3.9,0.39,2.28,0.36,1304,40.1,583,4287,18.5,38,2.03,213,26.8,86.2,730,26.1,153,204,496,9.32,3.765586035,0.947630923,164.2528736,16.66666667,32.51870324,47.50536679,175.877193,18.20448878,3.439635535,4.223684211,19.25438596,16.62870159,0.44708589,100.4385965,0.019459459,10,5.710723192,93.42105263,10,28.01960784,1.61443662,5.311720698,7.816091954,19.00383142,1.333333333,3.241830065,67.56920884,16,2,31.28334,82.9
60.09,1.19,14.95,4.5,0.08,2.87,5.14,2.93,7.45,0.8,84.2,203,27.3,124,23.9,4.65,14.6,1.37,6.29,0.86,2.27,0.25,1.58,0.22,1794,22.7,613,2596,15.4,28.5,1.87,95.8,20.3,72.1,534,10.7,104,21.2,52.6,10.37,3.709251101,1.255506608,242.6168224,18.03797468,79.030837,38.22571169,128.4810127,23.52422907,3.523012552,3.981012658,15.12658228,22.34309623,0.341694537,78.48101266,0.014285714,8.942731278,5.462555066,60.63291139,9.240506329,24.96153846,2.015904573,4.220264317,1.981308411,4.91588785,0.203846154,0.505769231,71.44343733,21,2,30.411765,86.036094
59.88,1.22,14.86,4.65,0.09,2.92,4.9,3.2,7.44,0.83,91.3,221,30,136,25.7,5.16,15.8,1.5,6.84,0.93,2.43,0.28,1.73,0.25,1895,24.9,642,2788,16.5,30.9,2.07,100,19.3,75.6,581,11.6,114,24.3,57.4,10.65,3.666666667,1.240963855,240.3448276,17.86127168,76.10441767,37.85517426,127.7456647,23.33333333,3.552529183,3.953757225,14.85549133,22.60700389,0.33878628,78.61271676,0.015151515,8.875502008,5.46184739,57.80346821,9.132947977,24.45614035,2.17219917,4.016064257,2.094827586,4.948275862,0.213157895,0.503508772,71.69713318,21,2,30.411765,86.036094
