SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,U,Pb,Zr,Sc,V,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V,Predicted_Crustal_Thickness,Age,Age error,Lat,Lon
65.18902123,0.901087519,16.59243915,5.033661315,0.09321595,2.092180218,2.17503884,6.732263076,0.973588814,0.217503884,48.2,85.8,8.86,30.3,5.24,1.15,4.75,0.723,4.34,0.904,2.57,0.39,2.53,0.411,216,26,39.3,379,7.55,23.1,1.632,36,5.66,16.6,322,9.1,84.9,8.36,21.9,7.70585189,1.853846154,0.888461538,41.64835165,9.130434783,8.307692308,13.66554927,33.91304348,12.38461538,9.198473282,1.71541502,2.071146245,61.45038168,0.181944444,11.97628458,0.054437086,3.3,1.165384615,14.22924901,1.877470356,4.464075383,3.542857143,1.384615385,0.918681319,2.406593407,0.098468787,0.25795053,40.26013985,168.4,2.1,31.7,90.6
64.20507509,0.66286898,16.03314345,5.126877266,0.113930606,3.531848783,3.324702227,3.469704816,3.324702227,0.207146556,46.6,86.7,9.78,34.9,5.87,1.22,5.13,0.708,4.09,0.815,2.18,0.316,2.09,0.316,391,23.5,156,781,5.2,14,1.06,28.5,5.06,38.4,193,14.5,125,38.1,94.9,6.794407043,1.982978723,0.595744681,53.86206897,6.698564593,16.63829787,15.99337815,41.48325359,8.212765957,7.93867121,1.956937799,2.80861244,32.879046,0.398976982,16.69856459,0.060769231,3.689361702,1.485106383,13.63636364,2.454545455,6.248,2.043613707,1.212765957,2.627586207,6.544827586,0.3048,0.7592,48.33956656,114.7,0.6,31.7,90.6
72.2369421,0.225933001,15.85638877,1.719144741,0.030809046,0.965350093,1.756115596,4.888368558,2.187442233,0.133505864,11.5,23,2.71,10.22,1.63,0.43,1.35,0.17,1,0.19,0.57,0.08,0.56,0.08,463,5.16,41.6,342,1.96,2.35,0.16,4.09,1.05,16.5,78.2,3.43,38.3,9.06,7.68,7.075810791,2.228682171,0.455426357,99.70845481,4.196428571,89.72868217,14.73025919,41.07142857,15.15503876,7.055214724,1.785714286,2.910714286,47.97546012,0.089848812,18.25,0.040816327,4.457364341,1.980620155,7.303571429,2.410714286,8.929503916,4.029239766,0.792635659,2.641399417,2.239067055,0.236553525,0.200522193,56.44430182,89.67,0.57,31.72,86
72.1679067,0.235708869,16.32540122,1.586423169,0.030744635,0.953083687,1.158047921,5.011375515,2.408329746,0.12297854,11.3,22,2.67,10.2,1.63,0.43,1.34,0.17,1.02,0.19,0.57,0.08,0.56,0.08,347,5.42,50.5,299,1.96,2.28,0.14,4.06,1.01,15.3,80,3.52,37.6,8.09,7.78,7.419705261,2.084870849,0.420664207,84.94318182,4.071428571,64.02214022,14.47408077,39.28571429,14.7601476,6.932515337,1.821428571,2.910714286,49.0797546,0.145533141,18.21428571,0.040816327,4.05904059,1.881918819,7.25,2.392857143,7.95212766,6.407079646,0.749077491,2.298295455,2.210227273,0.215159574,0.206914894,56.75097932,89.67,0.57,31.72,86
72.11676733,0.225974773,15.70524672,1.700973746,0.030814742,1.181231768,1.355848638,5.187148198,2.372735116,0.123258967,12.1,22.3,2.77,10.4,1.65,0.43,1.38,0.17,1.01,0.19,0.57,0.08,0.56,0.08,317,5.49,49.6,297,1.92,2.25,0.14,3.98,0.9,13.8,79,3.33,37.3,8.35,7.58,7.559883315,2.204007286,0.409836066,89.18918919,4.017857143,57.74134791,15.49879445,39.82142857,14.38979964,7.333333333,1.803571429,2.946428571,47.87878788,0.156466877,18.57142857,0.041666667,4.061930783,1.89435337,7.107142857,2.464285714,7.962466488,5.575757576,0.724954463,2.507507508,2.276276276,0.22386059,0.203217158,55.26893351,89.67,0.57,31.72,86
72.87773625,0.236149329,15.28810218,1.792681424,0.030802086,1.324489712,1.262885539,4.661382398,2.402562734,0.123208345,11.5,22.4,2.67,9.84,1.49,0.42,1.18,0.15,0.88,0.17,0.52,0.07,0.53,0.08,445,4.72,49.6,346,1.85,2.28,0.14,4.04,1.02,19.3,74.5,3.24,38.8,8.71,7.46,7.063945131,2.436440678,0.483050847,106.7901235,4.301886792,94.27966102,15.56404745,42.26415094,15.78389831,7.718120805,1.660377358,2.811320755,50,0.111460674,18.56603774,0.043243243,4.745762712,2.084745763,7.622641509,2.226415094,8.917525773,5.593495935,0.855932203,2.688271605,2.302469136,0.224484536,0.192268041,58.32716435,89.67,0.57,31.72,86
71.59936374,0.236030581,15.96798194,1.801015958,0.041048797,1.282774899,1.375134691,4.997691005,2.565549797,0.133408589,12.5,24.2,2.85,10.7,1.69,0.45,1.39,0.17,1.02,0.19,0.56,0.08,0.56,0.08,351,5.49,53,327,1.84,2.22,0.14,3.94,0.91,13.1,74.3,3.38,37.1,8.92,7.63,7.563240803,2.276867031,0.404371585,96.74556213,3.964285714,63.93442623,16.0111513,43.21428571,13.53369763,7.396449704,1.821428571,3.017857143,43.96449704,0.150997151,19.10714286,0.043478261,4.408014572,1.948998179,7.035714286,2.482142857,8.814016173,5.5,0.717668488,2.639053254,2.25739645,0.240431267,0.205660377,54.57012057,89.67,0.57,31.72,86
72.62884854,0.22555543,15.70685996,1.688589971,0.030757559,1.230302347,1.209797308,4.654643879,2.501614772,0.123030235,11.1,23.5,2.7,9.92,1.53,0.43,1.2,0.15,0.94,0.18,0.54,0.08,0.57,0.08,457,4.89,53,371,1.98,2.39,0.15,4.19,1.1,21.7,79.5,3.49,37.6,8.76,7.02,7.156258651,2.26993865,0.488752556,106.3037249,4.192982456,93.45603272,13.96846547,41.22807018,16.25766871,7.254901961,1.649122807,2.684210526,51.96078431,0.115973742,17.40350877,0.04040404,4.805725971,2.028629857,7.350877193,2.105263158,9.867021277,5.915254237,0.856850716,2.510028653,2.011461318,0.232978723,0.186702128,60.16741656,89.67,0.57,31.72,86
72.31261014,0.225400598,15.98295152,1.715093644,0.030736445,1.229457809,1.311421663,4.600221302,2.4691611,0.122945781,11.4,23.5,2.71,9.95,1.54,0.42,1.22,0.15,0.93,0.18,0.53,0.08,0.56,0.08,467,4.92,51.8,367,1.91,2.36,0.16,4.15,1.06,17.5,77.6,3.41,37.7,8.75,6.87,7.069382402,2.317073171,0.479674797,107.6246334,4.214285714,94.91869919,14.60216998,41.96428571,15.77235772,7.402597403,1.660714286,2.75,50.38961039,0.110920771,17.76785714,0.041884817,4.776422764,2.022357724,7.410714286,2.178571429,9.734748011,5.390625,0.843495935,2.565982405,2.014662757,0.232095491,0.182228117,56.93966001,89.67,0.57,31.72,86
72.61561805,0.225546181,15.58319066,1.651613168,0.030756297,1.086722506,1.578823264,4.674957197,2.419495392,0.133277289,11,21.1,2.51,9.5,1.51,0.4,1.23,0.16,0.93,0.18,0.52,0.07,0.52,0.08,391,5,50.6,292,1.8,2.24,0.14,3.98,0.89,15.9,71.7,3.3,37.9,9.13,7.35,7.094452589,2.2,0.448,88.48484848,4.307692308,78.2,15.17364492,40.57692308,14.34,7.284768212,1.788461538,2.903846154,47.48344371,0.129411765,18.26923077,0.044444444,4.22,1.9,7.653846154,2.365384615,7.704485488,4.493506494,0.796,2.766666667,2.227272727,0.240897098,0.193931398,57.02799438,89.67,0.57,31.72,86
70.50335132,0.54264267,15.12365219,4.22356878,0.100489383,0.36176178,1.467144996,5.426426698,2.140423864,0.110538322,13.2,25.9,2.89,10.8,1.99,0.6,1.81,0.28,1.62,0.34,0.98,0.15,0.99,0.16,395,8.32,36,617,2.77,8.11,0.71,5.6,1.33,0,93.7,9.13,43.3,8.39,35.3,7.566850562,1.586538462,0.974759615,67.57940854,8.191919192,47.47596154,9.563994374,26.16161616,11.26201923,6.633165829,1.636363636,2.01010101,47.08542714,0.091139241,10.90909091,0.057761733,3.112980769,1.298076923,5.656565657,1.828282828,14.24942263,5.157534247,0.673076923,0.918948521,3.866374589,0.193764434,0.815242494,42.10987841,104,1,31.8647,87.9786
68.22884233,0.532331612,15.70880456,3.778550049,0.090395934,0.662903517,4.720676563,3.866937185,2.290030333,0.120527912,14.7,28.4,3.02,11,1.95,0.66,1.84,0.26,1.56,0.31,0.84,0.13,0.82,0.13,324,8.41,43.6,498,2.55,7.75,0.66,5.38,0.93,0,87.3,8.57,53.3,11.4,20,6.156967518,1.747919144,0.921521998,58.10968495,9.451219512,38.5255648,12.85890707,34.63414634,10.38049941,7.538461538,1.902439024,2.37804878,44.76923077,0.134567901,13.41463415,0.050980392,3.376932224,1.307966706,6.56097561,2.243902439,9.343339587,1.304255319,0.639714625,1.330221704,2.333722287,0.213883677,0.375234522,42.04142831,104,1,31.8647,87.9786
71.15469547,0.401493556,15.29690448,3.360501064,0.080298711,0.612277673,2.83052957,4.10527161,2.00746778,0.150560084,16,29.3,3.36,12.5,2.34,0.66,2.23,0.34,1.99,0.42,1.16,0.18,1.16,0.19,307,11.3,45.7,535,2.72,4.85,0.37,4.81,0.78,0,101,9.29,26.7,13.2,26.4,6.112739391,1.415929204,0.42920354,57.58880517,4.181034483,27.16814159,9.893787284,25.25862069,8.938053097,6.837606838,1.715517241,2.017241379,43.16239316,0.148859935,10.77586207,0.069852941,2.592920354,1.10619469,4.146551724,1.922413793,20.03745318,2.159574468,0.425663717,1.42088267,2.841765339,0.494382022,0.988764045,38.98539361,104,1,31.8647,87.9786
71.84360794,0.371310727,15.25384608,3.097935713,0.050177125,0.541912953,3.231406866,3.783355244,1.695986834,0.130460526,15,27.6,3.13,11.6,2.25,0.6,2.07,0.32,1.89,0.4,1.11,0.17,1.17,0.19,254,11.2,42.8,644,2.47,4.69,0.35,5.42,1.02,0,89.9,9.13,56.9,12.9,27.3,5.479342078,1.339285714,0.41875,70.53669222,4.008547009,22.67857143,9.196148437,23.58974359,8.026785714,6.666666667,1.615384615,1.923076923,39.95555556,0.168503937,9.914529915,0.076923077,2.464285714,1.035714286,4.632478632,1.769230769,11.31810193,1.695652174,0.483928571,1.412924425,2.990142388,0.226713533,0.479789104,33.71254427,104,1,31.8647,87.9786
69.09141974,0.601841635,15.30683893,2.762453107,0.130399021,1.233775353,4.092523121,4.19283006,2.457520011,0.130399021,20.5,42.3,5.42,21.8,4.87,1.22,4.91,0.84,5.28,1.15,3.3,0.51,3.37,0.54,195,29,60.6,429,5.94,7.95,0.6,6.85,2.11,0,262,11.4,58.9,21.6,31.1,6.650350071,0.706896552,0.274137931,37.63157895,2.359050445,6.724137931,4.363395059,12.55192878,9.034482759,4.209445585,1.566765579,1.445103858,53.79876797,0.310769231,6.46884273,0.090909091,1.45862069,0.751724138,2.03264095,1.456973294,7.283531409,1.625,0.236206897,1.894736842,2.728070175,0.36672326,0.528013582,33.4840622,100,1,31.8647,87.9786
71.2248996,0.62248996,15.20080321,3.614457831,0.080321285,0.491967871,2.198795181,4.0562249,2.379518072,0.130522088,20.6,43.6,5.4,21.5,4.78,1.15,4.73,0.8,5.1,1.1,3.23,0.5,3.43,0.54,218,27.5,59.1,472,6.24,8.42,0.64,7.41,1.87,0,269,9.61,52.1,24.6,28.1,6.435742972,0.749090909,0.306181818,49.11550468,2.454810496,7.927272727,4.307979973,12.71137026,9.781818182,4.309623431,1.486880466,1.393586006,56.27615063,0.271100917,6.268221574,0.086538462,1.585454545,0.781818182,2.160349854,1.379008746,9.05950096,2.926940639,0.269454545,2.559833507,2.924037461,0.472168906,0.539347409,34.90364587,100,1,31.8647,87.9786
69.33397606,0.632682574,15.40531855,3.832248735,0.090383225,0.843576765,2.78179481,4.418735438,2.540772877,0.120510966,19.3,40.9,4.98,19.8,4.22,1.1,4.26,0.76,4.74,1.03,3.02,0.46,3.08,0.49,169,25.2,59.9,334,6.15,7.52,0.58,6.51,1.6,0,230,8.78,57,23.9,46.5,6.959508315,0.765873016,0.298412698,38.04100228,2.441558442,6.706349206,4.494766837,13.27922078,9.126984127,4.573459716,1.538961039,1.37012987,54.50236967,0.35443787,6.428571429,0.079674797,1.623015873,0.785714286,2.113636364,1.383116883,5.859649123,2.501805054,0.258333333,2.722095672,5.296127563,0.419298246,0.815789474,35.2394861,100,1,31.8647,87.9786
70.39254289,0.622765077,15.39836876,4.013821367,0.090401382,0.592631283,2.300212945,4.027883804,2.450881916,0.110490578,17.4,34.1,4.16,16.6,3.59,0.96,3.69,0.67,4.11,0.9,2.67,0.41,2.75,0.44,152,23.7,56.8,324,5.15,6.11,0.44,6.56,1.31,0,196,8.64,48.2,27.6,33.8,6.47876572,0.734177215,0.257805907,37.5,2.221818182,6.41350211,4.538550058,12.4,8.270042194,4.846796657,1.494545455,1.305454545,54.59610028,0.373684211,6.036363636,0.085436893,1.438818565,0.700421941,2.385454545,1.341818182,6.721991701,2.816593886,0.276793249,3.194444444,3.912037037,0.572614108,0.701244813,35.49226563,100,1,31.8647,87.9786
72.30232418,0.621653599,15.34080655,2.490625063,0.040106684,0.541440231,2.687147813,3.549441514,2.276054304,0.150400064,22.6,48.6,6.13,24.6,5.33,1.29,5.36,0.91,5.79,1.22,3.49,0.54,3.54,0.56,286,31.5,51.3,376,6.47,8.24,0.65,8.07,2,0,254,10.7,51.5,15.8,30.3,5.825495819,0.717460317,0.261587302,35.14018692,2.327683616,9.079365079,4.579370188,13.72881356,8.063492063,4.240150094,1.63559322,1.505649718,47.65478424,0.179370629,6.949152542,0.086553323,1.542857143,0.780952381,2.279661017,1.514124294,7.300970874,2.167910448,0.256190476,1.476635514,2.831775701,0.306796117,0.588349515,33.92005524,100,1,31.8647,87.9786
72.49849609,0.591537999,15.39001404,2.25586525,0.030078203,0.431120914,2.636855825,3.920192501,2.095448165,0.150391017,23.4,49.5,6.2,24.5,5.37,1.27,5.54,0.96,6.03,1.27,3.58,0.55,3.68,0.59,256,36.9,45.9,374,6.66,9.62,0.68,7.73,1.96,0,278,10.9,50.1,10.6,20.7,6.015640666,0.634146341,0.260704607,34.31192661,2.614130435,6.937669377,4.561089708,13.45108696,7.533875339,4.357541899,1.638586957,1.45923913,51.76908752,0.179296875,6.657608696,0.088588589,1.341463415,0.66395664,2.100543478,1.505434783,7.46506986,2.281368821,0.209485095,0.972477064,1.899082569,0.211576846,0.413173653,33.53146101,100,1,31.8647,87.9786
70.02579052,0.592078194,15.6248432,3.170127146,0.040140895,0.33116238,3.01056709,4.315146163,2.749651276,0.140493131,22.3,46.5,5.92,23.7,5.11,1.23,5.23,0.91,5.61,1.22,3.42,0.54,3.51,0.57,183,33.9,51.7,349,6.24,8.88,0.62,7.41,2.14,0,259,10.9,63.1,7.08,31.4,7.064797439,0.657817109,0.261946903,32.01834862,2.52991453,5.398230088,4.557202447,13.24786325,7.640117994,4.363992172,1.598290598,1.455840456,50.68493151,0.282513661,6.752136752,0.091346154,1.371681416,0.699115044,2.111111111,1.49002849,5.530903328,2.346666667,0.218584071,0.649541284,2.880733945,0.112202853,0.497622821,34.25191866,100,1,31.8647,87.9786
69.56792229,0.592024725,15.7739469,3.178871741,0.050171587,0.72247085,3.301290413,4.214413293,2.458407755,0.140480443,22.4,47.5,5.94,23.7,5.23,1.28,5.33,0.95,5.95,1.31,3.72,0.57,3.7,0.61,206,37.5,56.1,408,6.4,9.06,0.64,7.5,2.01,0,261,11.1,66.4,13,27.6,6.672821048,0.597333333,0.2416,36.75675676,2.448648649,5.493333333,4.342570419,12.83783784,6.96,4.282982792,1.608108108,1.413513514,49.90439771,0.272330097,6.405405405,0.0953125,1.266666667,0.632,2.027027027,1.440540541,6.144578313,2.021276596,0.2,1.171171171,2.486486486,0.195783133,0.415662651,34.14791445,100,1,31.8647,87.9786
70.6377858,0.611712796,15.92458885,2.527075812,0.040112314,0.371038909,2.807862014,4.472523065,2.466907341,0.140393101,25.2,51.8,6.53,25.9,5.48,1.38,5.62,0.95,5.96,1.31,3.73,0.58,3.81,0.62,222,37.3,75.4,418,7.28,10.6,0.73,8.66,2.85,0,302,12.7,82.5,17.8,46.8,6.939430405,0.675603217,0.284182306,32.91338583,2.782152231,5.951742627,4.744343666,13.59580052,8.096514745,4.598540146,1.564304462,1.43832021,55.10948905,0.33963964,6.797900262,0.085164835,1.388739946,0.694369973,2.272965879,1.475065617,5.066666667,2.471428571,0.232171582,1.401574803,3.68503937,0.215757576,0.567272727,36.29899483,100,1,31.8647,87.9786
70.6592116,0.602294743,15.43882191,3.442114456,0.030114737,0.481835794,2.358987743,4.276292675,2.559752658,0.150573686,21.6,45.3,5.3,20.7,4.57,1.2,4.96,0.86,5.52,1.2,3.47,0.55,3.6,0.58,237,32.8,66.5,399,6.51,9.2,0.64,7.67,1.72,0,260,11.9,54.3,19.4,36.2,6.836045333,0.658536585,0.280487805,33.52941176,2.555555556,7.225609756,4.303797468,12.58333333,7.926829268,4.726477024,1.533333333,1.269444444,56.89277899,0.280590717,5.75,0.089093702,1.381097561,0.631097561,2.130555556,1.377777778,7.348066298,2.89787234,0.233841463,1.630252101,3.042016807,0.357274401,0.666666667,34.54411115,100,1,31.8647,87.9786
69.7060359,0.592345689,15.16003373,3.487811734,0.060238545,0.90357817,3.042046504,4.357254729,2.560138147,0.130516847,15.5,33.7,4.09,16.3,3.67,0.94,3.94,0.72,4.53,0.99,2.91,0.45,3.02,0.49,140,27.8,38.6,314,5.87,8.14,0.56,5.7,1.25,0,239,8.04,56.7,25.7,34.7,6.917392876,0.557553957,0.292805755,39.05472637,2.695364238,5.035971223,3.681504457,11.1589404,8.597122302,4.223433243,1.5,1.215231788,65.1226158,0.275714286,5.397350993,0.083475298,1.212230216,0.586330935,1.887417219,1.304635762,5.537918871,2.273927393,0.205035971,3.196517413,4.315920398,0.453262787,0.611992945,34.66378245,100,1,31.8647,87.9786
70.5637875,0.592298117,15.5101795,3.415251175,0.030116853,0.542103361,2.429426174,4.206320524,2.559932538,0.150584267,24.2,51.1,6.19,24.4,5.24,1.35,5.46,0.96,5.98,1.31,3.75,0.59,3.87,0.64,276,36.9,76.3,456,7.3,10.4,0.73,8.48,1.76,0,298,11.4,50.5,28.7,33.3,6.766253062,0.655826558,0.281842818,40,2.687338501,7.479674797,4.485439222,13.20413437,8.075880759,4.618320611,1.545219638,1.354005168,56.87022901,0.276449275,6.304909561,0.087671233,1.384823848,0.661246612,2.19121447,1.410852713,9.02970297,2.785123967,0.229810298,2.51754386,2.921052632,0.568316832,0.659405941,34.40900266,100,1,31.8647,87.9786
74.28119272,0.209531681,14.01569879,1.547357276,0.042529703,0.422280738,1.256787911,4.222807383,3.951341194,0.050472603,40.13719334,72.56362684,9.387463217,31.59649302,6.57839057,0.437867511,6.188992432,1.139583527,7.282721585,1.521078646,4.693623578,0.743484666,5.424539726,0.790307303,120.9620269,46.9835721,355.2539257,129.7857634,5.183884661,24.04209848,2.447208363,33.66293568,4.900962461,26.21177149,164.440114,3.057079103,12.80074211,2.34309451,3.500715776,8.174148578,0.854281434,0.511712869,42.45417244,4.432099255,2.574560032,5.307434972,13.37691869,3.499949166,6.101369767,1.342551065,1.212709447,24.99701291,2.936904538,5.824732533,0.152454646,1.544446784,0.672500868,6.205675943,1.140924898,10.13892494,6.504000003,0.716483106,0.766448767,1.145117826,0.183043646,0.273477564,54.05245617,101.2,0.5,31.5,87.5
75.88181478,0.193018591,13.075453,1.337673071,0.039166103,0.361533263,1.004259062,3.695673351,4.338399151,0.073009633,29.17711676,59.93053285,6.300035112,22.0882098,4.883254735,0.285059348,4.389662334,0.829620001,5.675215676,1.227765562,3.739036952,0.603620599,4.458395447,0.675912235,59.04670197,38.67506778,324.8089146,115.0129467,5.265398052,19.53045657,2.880892228,35.99220191,6.566076702,30.07038068,163.1519968,2.759713158,9.628928745,1.62637164,2.165402087,8.034072501,0.754416694,0.504988296,41.67568878,4.380602125,1.526738164,4.694229973,13.44217523,4.218531632,5.974932364,1.272927838,1.095294214,33.41050296,5.500881569,4.954295792,0.128368687,1.549590894,0.571122717,8.072904779,0.984583442,11.94452153,8.000000002,0.93063061,0.589326335,0.784647521,0.168904733,0.224885046,53.71711846,101.2,0.5,31.5,87.5
76.07881129,0.178693685,12.94442091,1.401638076,0.040754701,0.293272036,0.839364793,3.772085153,4.40919337,0.041765983,25.51820625,55.75980438,5.842654976,20.26183827,4.635915227,0.200381362,4.151074923,0.838046565,5.629381229,1.235880064,3.881618399,0.629849223,4.86834742,0.747589158,33.68855021,38.19770849,346.0344386,56.56000617,5.281732792,25.08276426,3.280130131,44.6431103,7.605754282,33.54473288,153.9112191,2.676616133,8.00510078,1.555715143,1.854078239,8.181278524,0.668055945,0.656656256,21.1311609,5.152213286,0.881952126,3.759838195,11.45353845,4.029331213,5.504459206,1.156322822,0.952256449,33.19974839,10.27157406,4.161954052,0.141542404,1.45976831,0.530446434,9.170074863,0.852666124,7.065495829,9.746987956,1.168737918,0.581224601,0.692694861,0.194340482,0.231612105,58.02441191,101.2,0.5,31.5,87.5
76.92029102,0.141345813,12.6054309,1.231368509,0.043057657,0.211264205,0.663973216,3.641792486,4.496909507,0.044566687,24.392194,52.58957252,5.595127041,20.37301174,5.020861456,0.162402415,5.314222261,1.048102006,7.142468362,1.559289354,4.711613251,0.769593938,5.5994444,0.827323481,24.3349356,49.62850935,352.2336148,47.87021532,5.150754062,24.86308774,3.258000571,43.71590663,10.17976118,32.66067479,142.1139436,2.398978179,6.671873367,1.364227485,1.925149308,8.138701993,0.4914956,0.500983972,19.95441882,4.440277635,0.49034186,3.124686882,9.391926906,2.863554547,4.858169104,1.275567333,0.896671365,28.3046933,14.47440094,3.638398792,0.160621818,1.05966456,0.410510249,7.807186483,0.949062421,7.174928642,12.25757576,0.880862778,0.568670235,0.802487211,0.204474427,0.28854704,61.46571625,101.2,0.5,31.5,87.5
76.99635741,0.170208827,12.48399263,1.303727191,0.039936705,0.281669455,0.834948741,3.661702913,4.184803329,0.042652803,37.31742621,66.28758843,8.424668889,27.90491262,5.841211524,0.25110887,5.182585422,0.946115017,6.397831892,1.344683155,4.291750963,0.672209824,5.290438686,0.773775476,37.62820872,42.77660195,300.8462684,62.18066858,5.19028736,21.54631436,3.548103219,40.11386647,6.380171064,31.38021674,151.9075411,2.542366729,8.132185709,1.625698165,1.740996743,7.846506242,0.872379397,0.503693921,24.45778883,4.072689552,0.879644642,5.05965113,12.529696,3.551182987,6.3886449,1.209319732,1.104107215,26.00617021,7.995232264,5.274593333,0.149081433,1.549622584,0.652340563,7.582332742,0.97961355,7.646243065,9.397590359,0.937752525,0.639442826,0.684793709,0.199909129,0.214087185,56.08448158,101.2,0.5,31.5,87.5
77.03882577,0.113330671,12.72467155,1.0632259,0.025829781,0.180207779,0.640738771,3.884478804,4.304963623,0.023727358,16.7496888,37.79787296,4.081266434,14.69420908,3.824660754,0.136570958,3.957981601,0.829184211,5.842089445,1.323459571,4.244681429,0.729808734,5.818812445,0.863625399,20.29367667,42.41996849,357.8185819,34.18345018,5.067256212,28.3455731,5.557265883,36.97332806,7.728673519,38.95159851,122.6957301,2.154839974,5.207078397,1.179908782,7.467227049,8.189442427,0.394853872,0.668212969,15.86356787,4.871367374,0.478399145,2.064776073,6.495805341,2.892405027,4.379392024,1.004000301,0.657292324,32.0801603,17.6320234,2.525293472,0.17043255,0.891039628,0.346398397,6.354102046,0.680204361,6.56480421,12.78125001,0.871601969,0.547562137,3.465327885,0.226597084,1.434053125,64.98041385,101.2,0.5,31.5,87.5
78.28857533,0.077728371,12.06440351,0.765279327,0.019106974,0.100036514,0.480175264,3.561299874,4.611683264,0.031711575,27.50581011,47.17159605,6.225505544,21.74876284,5.072687648,0.157457532,4.38258313,0.889954515,6.160480592,1.387364566,4.433137959,0.778292528,6.264126745,0.957823838,15.3707473,43.66695465,361.6630683,38.28422424,5.323038629,37.67740985,6.257996328,40.35213046,7.346504496,28.65995949,110.9370062,1.649175375,3.06563156,0.848297526,0.846926638,8.172983138,0.629899894,0.862835757,23.21416195,6.01479047,0.351999525,3.149665834,7.530434484,2.540525372,5.422334671,0.983454014,0.80979965,21.86947313,23.52930936,3.471954468,0.179939299,1.080258434,0.498059986,6.441780651,0.699631937,12.48820137,17.02083333,0.924088496,0.514376784,0.513545528,0.276712158,0.276264979,58.5017346,101.2,0.5,31.5,87.5
75.98580977,0.177479187,12.99690627,1.376679316,0.034948813,0.222861994,0.729366525,3.748133531,4.690231959,0.037582636,23.43262517,54.0845914,5.35930861,17.9799703,4.144081033,0.250746031,4.117540557,0.8344897,5.751040891,1.269222634,3.87542558,0.610662367,4.569115029,0.686438778,26.19427086,38.83989158,338.3802528,71.18571663,5.362648708,21.6277108,2.344537997,46.14546807,4.636569596,29.33638351,171.5958279,2.427681689,7.726768117,1.243358466,1.218694979,8.43836549,0.603313352,0.556842718,29.32250836,4.733457281,0.674416683,3.67865813,11.83699492,4.418030559,5.654480447,1.258677196,0.906976735,41.40744993,12.91810162,3.935110013,0.128003682,1.392501091,0.462925347,10.09943234,0.901168067,9.212870834,11.56944445,1.188094667,0.512158769,0.501999494,0.160915721,0.157723768,60.2979072,101.2,0.5,31.5,87.5
76.87261096,0.161746907,12.48625655,1.242579042,0.031140059,0.241864533,0.665127468,3.345792716,4.897756807,0.055124958,21.93206391,58.45323996,5.006169973,16.97357646,3.732462298,0.202853973,3.137324432,0.596273426,4.035774305,0.879933972,2.59194692,0.426055296,3.299697386,0.485120298,26.63977782,27.07181059,318.914351,50.13669316,3.729209149,17.34233247,2.204796944,37.74385158,5.085461549,31.57862359,115.751885,2.130419192,7.525445569,1.306794438,1.899741022,8.243549523,0.810143963,0.640604824,23.53372207,5.255734221,0.984041231,4.767667561,17.71472748,4.275734887,5.876030931,1.223074068,1.131152909,31.01220475,11.97135926,5.143979727,0.130086643,2.159192115,0.626983423,11.43857971,0.950791562,6.66228899,12.39393939,1.39421231,0.613397797,0.891721699,0.173650108,0.252442331,52.30494448,101.2,0.5,31.5,87.5
77.13579979,0.148967823,12.48597463,1.283755074,0.03164185,0.210945669,0.632837009,3.656391603,4.389678931,0.024007627,18.42514845,47.61237514,3.946257789,13.6659611,3.07446221,0.148405544,3.399394258,0.744226158,5.523286619,1.281492327,4.139888835,0.668306613,5.096583609,0.761391129,21.18557806,41.9950889,352.7927641,36.03143438,5.818086865,28.57711045,4.101004754,46.41264554,6.906531537,30.08586837,154.725499,2.594951608,6.057443661,1.2070793,1.502940489,8.046070534,0.438745314,0.680486962,13.88520474,5.607111085,0.504477514,2.593178533,9.342017868,3.684371269,5.992966311,1.083723342,0.603239826,50.32603702,16.65249648,2.681396431,0.130866236,1.133760551,0.325418078,9.106619081,0.666994701,5.948290466,12.71428571,1.10519222,0.465164474,0.579178619,0.199272064,0.248114646,62.09595516,100.8,0.5,31.5,87.5
